p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
5.37190542769276e-32	0.911072188872996	0.605	0.095	5.37190542769276e-29	4	AGAP1
5.92340145170591e-31	1.54247579926008	0.961	0.393	5.92340145170591e-28	4	AMD1
7.30035077667378e-31	1.0456758779949	0.684	0.116	7.30035077667378e-28	4	ARFIP1
8.87138027002329e-31	1.39921318138805	0.908	0.274	8.87138027002329e-28	4	APP
4.48384865736657e-30	1.33211645715411	0.447	0.045	4.48384865736657e-27	4	AGPAT4
1.32180183800861e-29	1.93378384143019	0.553	0.08	1.32180183800861e-26	4	ACTG2
1.9566498171168e-29	1.37470017241989	0.697	0.146	1.9566498171168e-26	4	AMOTL2
2.67985603456337e-29	1.01843831348252	0.789	0.172	2.67985603456337e-26	4	ARHGAP21
3.18037709302331e-29	1.23442045781573	0.868	0.25	3.18037709302331e-26	4	ACLY
9.58717422763648e-29	1.88953390866925	0.421	0.042	9.58717422763648e-26	4	ALPL
1.25257585625578e-28	1.17577377821116	0.987	0.64	1.25257585625578e-25	4	ARF1
1.77836512122098e-28	1.24130127070598	0.5	0.064	1.77836512122098e-25	4	ANKRD50
1.23324561694235e-27	0.808347670070436	0.75	0.168	1.23324561694235e-24	4	APH1A
1.63231909048409e-27	1.70444015080213	0.263	0.009	1.63231909048409e-24	4	ALK
2.14207907039277e-27	0.755340767164383	0.579	0.092	2.14207907039277e-24	4	AGRN
2.80282332441255e-27	0.823494163374318	0.789	0.184	2.80282332441255e-24	4	ACAA2
5.62437947102623e-27	1.0109299701333	0.487	0.064	5.62437947102623e-24	4	ACSS2
2.28474206032519e-26	0.866725846396772	0.684	0.151	2.28474206032519e-23	4	ANKIB1
6.28956204330206e-26	0.838166579528519	0.553	0.088	6.28956204330206e-23	4	AGPAT1
2.32123179437748e-25	0.719235518438682	0.737	0.172	2.32123179437748e-22	4	AKAP1
3.70646861944004e-25	0.711519732301951	0.697	0.156	3.70646861944004e-22	4	ARHGAP8
3.67505194851263e-24	2.30015486214119	0.447	0.071	3.67505194851263e-21	4	ADORA2B
1.56710728661118e-23	0.540756827983984	0.605	0.12	1.56710728661118e-20	4	ACTR3B
3.34401512999452e-23	0.731175305627562	0.487	0.076	3.34401512999452e-20	4	AGBL5
4.49488761035133e-23	1.24563203258049	0.5	0.087	4.49488761035133e-20	4	AMMECR1L
5.3173113171491e-23	0.848185294277219	0.947	0.333	5.3173113171491e-20	4	APMAP
2.05816541288083e-22	0.72725283671643	0.816	0.241	2.05816541288083e-19	4	ACTL6A
5.70517866581566e-22	0.813922141988019	0.618	0.137	5.70517866581566e-19	4	ANKRD27
4.72471096941988e-21	-0.627605021964057	0.526	0.101	4.72471096941988e-18	4	ABHD12
7.80340209096423e-21	1.6178014209178	0.303	0.029	7.80340209096423e-18	4	ABCA3
3.43450272771518e-20	0.797740185144561	0.553	0.123	3.43450272771518e-17	4	ALDH1A3
1.04644657129603e-19	2.11709064456096	0.276	0.026	1.04644657129603e-16	4	AFAP1-AS1
2.35289561558069e-19	1.4500826009398	0.263	0.023	2.35289561558069e-16	4	APOBEC3B
2.4524441873462e-19	0.612694537310231	0.763	0.243	2.4524441873462e-16	4	ADSS
2.73382092602372e-19	0.832974583720624	0.474	0.092	2.73382092602372e-16	4	ANKS1A
1.06323773022352e-18	0.6170665788318	0.632	0.161	1.06323773022352e-15	4	ABHD16A
1.08159994549227e-18	1.10592738597312	0.434	0.078	1.08159994549227e-15	4	AASDH
1.21565856069679e-18	0.675105406874288	0.947	0.411	1.21565856069679e-15	4	ACTN4
6.51999388242392e-18	0.806695483396528	1	0.879	6.51999388242392e-15	4	ACTG1
1.53499444976769e-17	0.648625866403391	0.434	0.083	1.53499444976769e-14	4	AFAP1
1.76314270548761e-17	0.702734547246688	0.961	0.492	1.76314270548761e-14	4	ABI1
5.69173727541008e-17	0.849464768586686	0.316	0.043	5.69173727541008e-14	4	ABCC10
5.93099876990543e-17	0.581935162121039	0.947	0.409	5.93099876990543e-14	4	ACP1
8.34151992981565e-17	0.675521181928523	0.684	0.201	8.34151992981565e-14	4	AHCY
2.09093520853995e-16	1.7287493423238	0.461	0.114	2.09093520853995e-13	4	AKAP12
2.90340486595107e-16	0.615863002347211	0.382	0.069	2.90340486595107e-13	4	ACOT8
4.14763519749477e-16	0.692460823510201	0.303	0.043	4.14763519749477e-13	4	APBA2
4.77615949321898e-16	0.88991116613414	0.618	0.182	4.77615949321898e-13	4	AARS
5.61102802623725e-16	0.54685395217205	0.697	0.244	5.61102802623725e-13	4	ABCF1
1.92639263525852e-15	0.634285700657599	0.987	0.496	1.92639263525852e-12	4	ADIPOR1
2.00603024499561e-15	0.679854225906309	0.513	0.128	2.00603024499561e-12	4	AGO1
2.07390945622019e-15	0.73656230587292	0.408	0.08	2.07390945622019e-12	4	ALDOC
2.9527615841395e-15	0.646884131838519	0.513	0.128	2.9527615841395e-12	4	AAR2
6.67331681169156e-15	0.790186724804379	0.487	0.123	6.67331681169155e-12	4	AKTIP
8.6217560466821e-15	1.21941849020287	0.618	0.218	8.6217560466821e-12	4	ACACA
1.14127785912277e-14	0.51752387171803	0.895	0.369	1.14127785912277e-11	4	ADI1
3.08677206092493e-14	0.9898936306633	0.263	0.036	3.08677206092493e-11	4	APBA1
4.56322213443235e-14	0.535183967123609	0.5	0.133	4.56322213443235e-11	4	ALG6
4.97636842486235e-14	0.87431106494201	0.711	0.302	4.97636842486235e-11	4	ALG10B
6.9163946205158e-14	0.519160919889982	0.618	0.213	6.9163946205158e-11	4	AFG3L2
1.03920932964401e-13	0.650075773091844	0.645	0.217	1.03920932964401e-10	4	ANXA4
1.31569278665198e-13	1.05252692288214	0.921	0.697	1.31569278665198e-10	4	ABI2
6.27558293108548e-13	0.804744985915983	0.605	0.206	6.27558293108548e-10	4	AP1AR
9.83461895696767e-13	0.536803120636137	0.987	0.556	9.83461895696767e-10	4	APLP2
1.0818240402903e-12	0.715537657764398	0.868	0.504	1.0818240402903e-09	4	ANGEL2
1.45406158551728e-12	0.570651789413236	0.579	0.198	1.45406158551728e-09	4	APPBP2
1.77023544678637e-12	0.613511273232792	0.658	0.272	1.77023544678637e-09	4	ABCF2
3.15292027794623e-12	0.661873682736061	0.921	0.615	3.15292027794623e-09	4	AHR
8.36815785637845e-12	0.50674372613892	0.434	0.12	8.36815785637845e-09	4	ALG12
1.86531523238911e-11	0.900387858439606	0.316	0.069	1.86531523238911e-08	4	ANKRD54
4.46218444268362e-11	0.579193152625723	0.355	0.087	4.46218444268362e-08	4	ACSF2
8.52620731221643e-11	0.55254218274922	1	0.685	8.52620731221643e-08	4	ALDOA
9.2328751800313e-11	0.762767726025561	0.368	0.099	9.23287518003129e-08	4	ARHGEF10
1.16265407186178e-10	1.06202295606758	0.329	0.083	1.16265407186178e-07	4	ANKEF1
4.295603815132e-10	0.786566314182366	0.316	0.08	4.295603815132e-07	4	ANKS3
9.30988291270705e-10	0.770533114925689	0.368	0.114	9.30988291270706e-07	4	ARG2
1.03629342319288e-09	0.604887235296363	0.776	0.433	1.03629342319288e-06	4	AKIRIN1
1.10727202513044e-09	0.774425328082466	0.697	0.357	1.10727202513044e-06	4	ACOT13
2.30740108826485e-09	0.563326989609354	0.895	0.631	2.30740108826485e-06	4	ARCN1
7.86746542519986e-09	0.501824475654986	0.316	0.088	7.86746542519986e-06	4	ANKRD13A
1.04477151067488e-08	0.504800472810699	0.289	0.075	1.04477151067488e-05	4	ANO10
9.47747003100403e-08	-0.529853971862975	0.421	0.149	9.47747003100403e-05	4	ANKRD49
1.36380647512227e-07	0.529473250126957	0.763	0.433	0.000136380647512227	4	APOOL
1.36441581980986e-07	-3.19083806909563	0.211	0.464	0.000136441581980986	4	ARHGDIB
3.08863418632853e-07	-0.710687797599244	0.303	0.088	0.000308863418632853	4	ANKRD36BP2
4.36882171118662e-07	-0.75815299103208	0.368	0.123	0.000436882171118662	4	ARHGAP30
4.63953616409667e-07	0.655102647405746	0.342	0.12	0.000463953616409667	4	ADAM15
5.85398484092137e-07	-1.95766454266544	0.908	0.821	0.000585398484092137	4	ARF6
1.0189439978666e-06	-0.639727703221027	0.776	0.36	0.0010189439978666	4	ABRACL
1.33012900416345e-06	0.971484527461085	0.737	0.477	0.00133012900416345	4	ACBD5
2.33305087784166e-06	-0.563611427632085	0.566	0.246	0.00233305087784166	4	AES
1.22476249897589e-05	-0.616959973058632	0.342	0.127	0.0122476249897589	4	ANKRD65
3.74434210665656e-05	-0.632404952776008	0.474	0.217	0.0374434210665656	4	ANAPC1
6.83440712726626e-101	3.84344886044513	0.966	0.037	6.83440712726626e-98	5	ANKRD30A
6.05502542787309e-95	3.62768047391349	0.862	0.024	6.05502542787309e-92	5	AGR2
1.64478607705305e-86	3.14280415376635	0.862	0.035	1.64478607705305e-83	5	AGR3
6.50016497791619e-59	1.84100948595036	0.966	0.116	6.50016497791619e-56	5	ADIRF
5.91662525910058e-55	2.96974580562964	0.431	0.003	5.91662525910058e-52	5	ARHGAP40
2.37694307436089e-50	3.13069267749044	0.397	0.003	2.37694307436089e-47	5	ABCC8
1.52860090964741e-42	2.82379544785885	0.431	0.015	1.52860090964741e-39	5	AK5
4.44625668522129e-37	2.66400922987604	0.328	0.007	4.44625668522129e-34	5	ANKRD30B
4.47793021544324e-37	1.40481424449711	0.603	0.062	4.47793021544324e-34	5	AR
5.322972683599e-37	2.13055661894016	0.897	0.215	5.32297268359901e-34	5	ALCAM
6.26904177144034e-36	2.94137483415296	0.379	0.015	6.26904177144034e-33	5	ALOX15B
4.08558701820873e-34	3.17590729213426	0.448	0.032	4.08558701820873e-31	5	ALDH3B2
9.78119527250204e-34	2.06150905342785	0.793	0.151	9.78119527250204e-31	5	AREG
7.79842570726847e-31	1.5424786652255	0.345	0.015	7.79842570726847e-28	5	ABLIM3
3.45480245061994e-30	2.97559041474763	0.276	0.007	3.45480245061994e-27	5	ABCC11
1.8583684441898e-28	1.90336269308228	0.603	0.091	1.8583684441898e-25	5	AP1M2
2.0426037834157e-26	2.43068220325971	0.897	0.454	2.0426037834157e-23	5	AFF3
5.24720291756137e-26	2.07254665886465	0.259	0.008	5.24720291756137e-23	5	AMPH
5.35256615451627e-24	1.8290783559531	0.966	0.617	5.35256615451627e-21	5	ACADSB
1.33640531188022e-21	1.30627223730817	0.707	0.171	1.33640531188022e-18	5	ALG5
2.11664501556797e-21	0.931019771186498	0.879	0.281	2.11664501556797e-18	5	AP2B1
6.98029340169084e-21	1.46515647649006	0.603	0.133	6.98029340169084e-18	5	AIG1
3.19608515935812e-20	1.9713098865296	0.534	0.106	3.19608515935812e-17	5	ARHGAP32
4.08741896507697e-20	1.45764891797804	0.69	0.192	4.08741896507697e-17	5	ABCD3
4.42853915651933e-20	1.98265284492952	0.397	0.054	4.42853915651933e-17	5	ACADS
5.04631486969676e-20	1.39608238758036	0.621	0.15	5.04631486969676e-17	5	AGTRAP
2.47821374861458e-19	0.970425214445517	1	0.763	2.47821374861458e-16	5	ANXA2
3.56528898989516e-19	1.57272533251514	0.328	0.034	3.56528898989516e-16	5	AQP3
8.73754126191526e-19	1.37758556796234	0.293	0.027	8.73754126191526e-16	5	ACOT4
1.54628578653561e-18	0.991595815927467	1	0.694	1.54628578653561e-15	5	ALDOA
1.76948556391668e-18	1.58045401146183	0.466	0.084	1.76948556391668e-15	5	ACSF2
3.30067230766445e-18	1.55036531485178	0.69	0.215	3.30067230766445e-15	5	AHCY
6.39406225805485e-18	1.41543265268591	0.466	0.084	6.39406225805485e-15	5	ANG
2.0231901117287e-17	1.0697807857214	0.672	0.213	2.0231901117287e-14	5	APBB2
4.93947711798172e-17	1.0759370330608	0.983	0.57	4.93947711798172e-14	5	APLP2
8.84537695320631e-17	2.04346859069066	0.362	0.055	8.84537695320631e-14	5	ABAT
8.98998248900829e-17	1.13370115797556	0.534	0.126	8.98998248900829e-14	5	APPL2
1.21303756740892e-16	1.51368378070034	0.466	0.097	1.21303756740892e-13	5	ACOT1
1.81579537593944e-16	0.769415248672843	0.897	0.35	1.81579537593944e-13	5	APRT
1.85197691703668e-16	1.01751438733603	0.466	0.092	1.85197691703668e-13	5	ANKRD42
3.57011680247382e-15	1.34810001898078	0.914	0.59	3.57011680247382e-12	5	ARFIP2
5.11541159684036e-15	1.0584245435974	0.621	0.188	5.11541159684036e-12	5	AEN
6.01920633380471e-15	1.24121396997377	0.552	0.145	6.01920633380471e-12	5	ACOT2
8.66612641288179e-13	0.993755649156728	0.603	0.193	8.66612641288179e-10	5	ACAA1
1.41618670419271e-12	0.715378536444945	0.879	0.407	1.41618670419271e-09	5	ACADVL
3.87779333880868e-12	1.1258572216143	0.483	0.134	3.87779333880868e-09	5	ALAD
1.22821102845778e-11	0.952455350591085	0.69	0.269	1.22821102845778e-08	5	ACO2
2.04354839782849e-11	1.02383910435054	0.776	0.38	2.04354839782849e-08	5	AAMP
2.43417272924069e-11	0.747418015111538	0.603	0.2	2.43417272924069e-08	5	ABCF3
2.46482354244082e-11	0.958653522686919	0.534	0.168	2.46482354244082e-08	5	ALAS1
2.54662755273262e-11	0.683029468141638	0.672	0.249	2.54662755273262e-08	5	ADAM10
2.77124181580741e-11	0.571102092593624	0.845	0.388	2.77124181580741e-08	5	ACTN1
3.23643687498313e-11	1.0338864692279	0.345	0.072	3.23643687498313e-08	5	ACP5
4.43198817483372e-11	0.816781127392401	0.586	0.193	4.43198817483372e-08	5	ALG2
2.51268107534821e-10	0.940151124411285	0.431	0.126	2.51268107534821e-07	5	ACOX3
4.01573565914433e-10	0.932561447410738	0.431	0.123	4.01573565914433e-07	5	ACY1
9.79212244194753e-10	-3.27082836039406	0.241	0.6	9.79212244194753e-07	5	ANXA1
1.00894548886114e-09	0.545319723789388	0.724	0.291	1.00894548886114e-06	5	APEX1
1.84356968603917e-09	1.01054775852967	0.552	0.222	1.84356968603917e-06	5	ACTR1A
2.63476317912792e-09	0.56994913488013	0.31	0.067	2.63476317912792e-06	5	ALOX5
3.76797752956212e-09	0.743697669351643	0.31	0.071	3.76797752956212e-06	5	ALKBH3
4.14632771007091e-09	0.902354843307956	0.621	0.287	4.14632771007091e-06	5	AAGAB
4.20875613064558e-09	0.53116023589789	0.569	0.205	4.20875613064558e-06	5	ANAPC13
4.24495516462651e-09	0.754853222104664	0.517	0.19	4.24495516462651e-06	5	ARHGAP8
5.20431799731065e-09	-3.63695426884661	0.293	0.624	5.20431799731065e-06	5	ANP32E
1.83210404833137e-08	0.537826092707333	0.862	0.509	1.83210404833137e-05	5	ANXA7
2.24568599370891e-08	0.920020536592753	0.431	0.148	2.24568599370891e-05	5	AAR2
3.2216693229639e-08	0.676574053794236	0.741	0.371	3.2216693229639e-05	5	APMAP
3.56848457058569e-08	0.872713778364243	0.5	0.202	3.56848457058569e-05	5	AP3D1
5.22141867713937e-08	0.640668599509728	0.293	0.074	5.22141867713937e-05	5	APH1B
5.48381887304841e-08	0.677395026276337	0.552	0.229	5.48381887304841e-05	5	ARFGAP2
7.95015387492317e-08	0.954372013511973	0.448	0.17	7.95015387492317e-05	5	ALKBH7
1.35855242951939e-07	0.817452759106486	0.362	0.114	0.000135855242951939	5	ABCD4
1.83757319092771e-07	0.685402331721576	0.534	0.237	0.000183757319092771	5	ANXA11
2.39975484818352e-07	0.579827456413169	0.621	0.299	0.000239975484818352	5	ACTR10
5.12467062133658e-07	0.654368265958206	0.862	0.706	0.000512467062133658	5	ABHD11
5.72639989810759e-07	0.765440256258734	0.534	0.242	0.000572639989810759	5	AKR7A2
5.99438868614037e-07	0.541772318283519	0.328	0.103	0.000599438868614036	5	AGAP5
6.34837161922548e-07	0.544582694927885	0.638	0.309	0.000634837161922548	5	AP1G2
7.07594775581957e-07	0.508125715521234	0.603	0.304	0.000707594775581957	5	ACIN1
8.341887709193e-07	0.821198778124302	0.379	0.134	0.0008341887709193	5	ALG12
1.37424901831351e-06	0.61903369187349	0.259	0.071	0.00137424901831351	5	ANKRD39
1.65825338389148e-06	0.696596675360087	0.362	0.121	0.00165825338389148	5	ALDH2
1.85286387291558e-06	0.823623185008426	0.328	0.109	0.00185286387291558	5	ABHD14B
2.68661197473483e-06	0.69923126262773	0.293	0.096	0.00268661197473483	5	AKT1
2.69952066557113e-06	0.632630218914741	0.397	0.15	0.00269952066557113	5	ACO1
3.87984024826604e-06	0.836668496730275	0.431	0.18	0.00387984024826604	5	ALG3
5.76689000017139e-06	0.590551886299673	0.517	0.242	0.00576689000017139	5	ALDH18A1
6.67793107289337e-06	0.641426553917198	0.345	0.126	0.00667793107289337	5	ADAM15
6.93407475822169e-06	0.895838688248733	0.5	0.242	0.00693407475822169	5	ACACA
1.47163891666203e-05	1.04023105867505	0.259	0.084	0.0147163891666203	5	ANO10
1.62751077039865e-05	0.669944091182342	0.293	0.101	0.0162751077039865	5	ACP2
2.82217529236617e-05	0.605995827945265	0.431	0.195	0.0282217529236617	5	ABHD16A
3.59446837719426e-05	0.52434732733986	0.328	0.128	0.0359446837719426	5	ANAPC15
7.78051773377328e-114	3.82058709199467	0.95	0.011	7.78051773377328e-111	6	AIF1
1.29081619305394e-58	3.73405709151386	0.55	0.011	1.29081619305394e-55	6	AQP9
3.29248967645152e-48	3.01170823966658	0.875	0.09	3.29248967645152e-45	6	AP1S2
7.22241487512782e-42	1.95254013430443	0.85	0.09	7.22241487512782e-39	6	ALOX5AP
1.91088149870903e-40	3.22301826836856	0.35	0.005	1.91088149870903e-37	6	ADORA3
2.74150074465924e-34	2.86158770892817	0.5	0.033	2.74150074465924e-31	6	ADAP2
3.05010651117284e-29	2.03646478228975	0.575	0.057	3.05010651117284e-26	6	ALOX5
1.02414452844338e-27	2.96229856780657	0.525	0.052	1.02414452844338e-24	6	ANPEP
2.67596475406358e-22	2.83474852187061	0.45	0.047	2.67596475406358e-19	6	ADAM8
1.74098829403183e-19	1.92255685518271	0.75	0.181	1.74098829403183e-16	6	ACSL1
1.16524922306535e-17	1.77226241902917	0.75	0.222	1.16524922306535e-14	6	ARHGAP18
3.57173923939089e-17	0.707756149894816	0.475	0.065	3.57173923939089e-14	6	APBB1IP
4.5958737409773e-17	1.1034862639899	0.475	0.07	4.5958737409773e-14	6	ADAM28
2.93105379143007e-16	1.23692273714908	0.975	0.4	2.93105379143007e-13	6	ARHGDIB
2.79409545389257e-14	1.20110915765051	0.85	0.316	2.79409545389257e-11	6	ABCA1
2.80275990017209e-14	1.51344304288432	0.3	0.033	2.80275990017209e-11	6	ABCC3
7.38021891436627e-14	1.52784491867919	0.475	0.088	7.38021891436627e-11	6	AOAH
2.95894589038646e-13	0.844924037611541	0.3	0.034	2.95894589038646e-10	6	ABI3
7.86923524023063e-13	1.18728114153194	0.425	0.08	7.86923524023063e-10	6	ARHGAP31
8.92228713803828e-13	1.27462485871921	0.35	0.051	8.92228713803828e-10	6	APOC1
1.84781977646191e-12	1.63890042436462	0.275	0.033	1.84781977646191e-09	6	ADPRH
1.77120338307005e-11	0.739485766409854	0.525	0.127	1.77120338307005e-08	6	ARHGAP30
2.03213692134039e-11	1.36874117481513	0.325	0.051	2.03213692134039e-08	6	AMPD3
4.87040087958986e-10	0.921825857187714	0.95	0.571	4.87040087958986e-07	6	ANXA5
1.48301405245585e-09	1.39587977938096	0.325	0.062	1.48301405245585e-06	6	ADAMTSL4
1.6487719145732e-09	1.21267548209217	0.65	0.243	1.6487719145732e-06	6	ADPGK
6.53809747985921e-09	0.605854203176587	1	0.972	6.53809747985921e-06	6	ACTB
9.19835853506893e-09	1.02863029015544	0.725	0.32	9.19835853506893e-06	6	ADAM9
1.87335296108535e-08	0.673549537863358	0.425	0.109	1.87335296108535e-05	6	ARHGAP15
1.89467419503041e-08	0.50731417776567	0.4	0.1	1.89467419503041e-05	6	ARHGAP4
2.03288658362097e-08	0.731078768596273	0.975	0.772	2.03288658362097e-05	6	ANXA2
8.94157596945362e-08	1.02002523854271	0.45	0.137	8.94157596945362e-05	6	ACOT9
1.44626620447922e-07	0.727755588994534	0.975	0.582	0.000144626620447922	6	APLP2
2.94892136236758e-07	1.62583908752928	0.4	0.126	0.000294892136236758	6	ALDH2
3.16874212876342e-07	0.720996685523444	0.425	0.132	0.000316874212876342	6	ABHD3
1.13894792943275e-06	1.24127434259201	0.425	0.145	0.00113894792943274	6	AP1B1
2.50547964735859e-06	1.15239717947746	0.575	0.268	0.00250547964735859	6	A2M
2.53740217107187e-06	0.785157799099181	0.775	0.44	0.00253740217107187	6	AKAP13
2.79465529960806e-06	0.585830065490675	0.35	0.103	0.00279465529960806	6	ADCY7
3.01359741547656e-06	0.561037480032391	0.75	0.37	0.00301359741547656	6	ACTR2
3.79870818657769e-06	0.740364756985324	0.425	0.145	0.00379870818657769	6	ARAP1
7.04798003573153e-06	0.520158651804597	0.375	0.117	0.00704798003573153	6	ABR
7.67366272188134e-06	0.954610636619195	0.5	0.202	0.00767366272188134	6	AKR1B1
9.70897074586096e-06	1.29023802850951	0.3	0.083	0.00970897074586096	6	ACP5
1.03197414921388e-05	1.40108260086032	0.275	0.075	0.0103197414921388	6	ACER3
1.11224577382135e-05	-2.65167466513682	0.325	0.599	0.0111224577382135	6	AEBP2
1.1209194751275e-05	0.67451636896974	0.725	0.378	0.011209194751275	6	AKR1A1
1.39057806806718e-05	0.870442668982328	0.325	0.101	0.0139057806806718	6	ARHGAP10
1.45310576484128e-05	0.655498244564967	0.95	0.706	0.0145310576484128	6	ALDOA
1.5342189875863e-05	0.599317981531716	0.65	0.325	0.015342189875863	6	AP2S1
4.48956743368517e-05	-2.08001935344141	0.65	0.762	0.0448956743368517	6	ANKRD36B
4.4405790223195e-23	1.98472710298192	0.333	0.016	4.4405790223195e-20	7	APCDD1
1.12774335491123e-16	1.53492444421918	0.7	0.135	1.12774335491123e-13	7	ANO1
2.71357733272533e-15	1.85799228520749	0.433	0.055	2.71357733272533e-12	7	ANXA8L1
7.88780712561328e-14	1.57346625823236	0.867	0.311	7.88780712561328e-11	7	ALDH9A1
1.01887162395623e-13	1.85227565354843	0.667	0.149	1.01887162395623e-10	7	ALDH1A3
4.66531823864496e-13	1.71688977491946	0.6	0.135	4.66531823864496e-10	7	AIF1L
2.38198832964188e-12	1.55715423859596	0.867	0.376	2.38198832964188e-09	7	APRT
6.38507140167042e-12	1.62246463129563	0.567	0.13	6.38507140167042e-09	7	ACY1
9.94277726508799e-11	1.5466124538113	0.833	0.324	9.94277726508799e-08	7	APP
1.17431379385118e-10	1.53130016846367	0.5	0.111	1.17431379385118e-07	7	ABHD14B
1.54387330803856e-09	1.04132559251783	0.9	0.449	1.54387330803856e-06	7	ANAPC5
4.36586343387583e-09	1.14835956273304	0.9	0.427	4.36586343387583e-06	7	ACADVL
1.12744463681822e-08	0.834575713630491	0.9	0.406	1.12744463681822e-05	7	ACTN1
2.13038415749935e-08	1.40725423998175	0.467	0.125	2.13038415749935e-05	7	ALKBH2
3.3468634442183e-08	1.12141287177043	0.5	0.138	3.3468634442183e-05	7	ALG11
8.73338278692912e-08	1.34872714541553	0.6	0.209	8.73338278692912e-05	7	AEN
1.55473141439707e-07	0.819434248828372	0.6	0.197	0.000155473141439707	7	ARHGAP12
2.55079993200671e-07	0.828484388973041	0.733	0.31	0.000255079993200671	7	APEX1
3.58914646231972e-07	1.31159726726116	0.6	0.241	0.000358914646231972	7	ARFGAP2
6.90525804557238e-07	0.949442185041486	0.567	0.201	0.000690525804557238	7	ACAT2
1.07509888886231e-06	0.572172320562502	1	0.888	0.00107509888886231	7	ACTG1
1.30744618791513e-06	0.504975011153999	0.9	0.483	0.00130744618791513	7	ACSL3
1.41707681473979e-06	0.778000159856265	0.9	0.645	0.00141707681473979	7	ARHGAP26
5.1100671560823e-06	1.48506742480608	0.5	0.186	0.0051100671560823	7	ALAS1
6.70859928049471e-06	0.69997203457514	0.867	0.538	0.00670859928049471	7	ADIPOR1
2.4748284242389e-05	0.640216019583277	0.7	0.323	0.024748284242389	7	ABCE1
2.61647561424316e-05	0.671151506959577	0.7	0.356	0.0261647561424316	7	ALDH7A1
2.63593792543973e-05	1.20512296894249	0.333	0.103	0.0263593792543973	7	AMY2B
2.78888228157719e-05	1.0620902790013	0.6	0.292	0.0278888228157719	7	ACO2
3.84611009229627e-05	1.2153743065922	0.467	0.189	0.0384611009229626	7	ALG3
4.17200932741194e-05	0.924374929286047	0.6	0.287	0.0417200932741194	7	ABT1
4.25863259686263e-05	1.01891728254582	0.4	0.141	0.0425863259686263	7	ACOX3
