chr	start	end
Chr1	39703820	39708403
Chr1	39710856	39712912
Chr1	39723155	39726988
Chr1	39729980	39736817
Chr1	39737106	39741764
Chr1	39742370	39742981
Chr1	39762896	39763714
Chr1	39773091	39776787
Chr1	39777748	39779937
Chr1	39780783	39783345
Chr1	39789653	39791224
Chr1	39794226	39795811
Chr1	39794226	39799341
Chr1	39801462	39802517
Chr1	39810303	39815206
Chr1	39811722	39819555
Chr1	39822033	39823851
Chr1	39824867	39826708
Chr1	39826794	39828732
Chr1	39829708	39831455
Chr1	39836639	39837257
Chr1	39839215	39840447
Chr1	39845389	39846785
Chr1	39849645	39851426
Chr1	39852601	39856048
Chr1	39857804	39861579
Chr1	39862170	39863036
Chr1	39866338	39867460
Chr1	39876458	39877243
Chr1	39878959	39879405
Chr1	39881007	39890797
Chr1	39892990	39894456
Chr1	39894642	39897761
Chr1	39913890	39916494
Chr1	39918935	39920664
Chr1	39922192	39923794
Chr1	39925522	39927267
Chr1	39931265	39938167
Chr1	39938753	39944888
Chr1	39948062	39951534
Chr1	39953780	39954211
Chr1	39954529	39956684
Chr1	39958548	39959622
Chr1	39960285	39975917
Chr1	39985223	39986498
Chr1	39991966	39995113
Chr1	39998110	39999091
Chr1	40006067	40010941
Chr1	40016601	40023861
Chr1	40030104	40031429
Chr1	40036038	40037490
Chr1	40056053	40059446
Chr1	40061847	40063523
Chr1	40064645	40066273
Chr1	40067821	40069605
Chr1	40070752	40073764
Chr1	40084394	40085749
Chr1	40093713	40096983
Chr1	40101404	40107186
Chr1	40115907	40121114
Chr1	40127415	40132674
Chr1	40133062	40138351
Chr1	40136225	40142764
Chr1	40146507	40150833
Chr1	40153160	40157182
Chr1	40167740	40170253
Chr1	40170871	40173290
Chr1	40175649	40181633
Chr1	40182716	40190921
Chr1	40192998	40194721
Chr1	40200998	40203691
Chr1	40205112	40206882
Chr1	40211197	40213481
Chr1	40215071	40216944
Chr1	40220890	40229264
Chr1	40230199	40233220
Chr1	40235090	40238446
Chr1	40238685	40240454
Chr1	40240807	40244736
Chr1	40252603	40255416
Chr1	40256803	40258472
Chr1	40275509	40278162
Chr1	40285366	40287178
Chr1	40312913	40316171
Chr1	40331733	40335718
Chr1	40336733	40337314
Chr1	40344329	40364584
Chr1	40371946	40373618
Chr1	40379245	40379472
Chr1	40385312	40389442
Chr1	40390390	40393123
Chr1	40397303	40403249
Chr1	40403715	40409615
Chr1	40438233	40442444
Chr1	40442828	40446423
Chr1	40453829	40456679
Chr1	40460001	40461483
Chr1	40463007	40467759
Chr1	40477480	40478907
Chr1	40483305	40489660
Chr1	40493694	40495715
Chr1	40496343	40498279
Chr1	40501147	40507790
Chr1	40513757	40518591
Chr1	40526591	40527112
Chr1	40540964	40554751
Chr1	40556007	40561361
Chr1	40563530	40566440
Chr1	40566660	40569777
Chr1	40572819	40574020
Chr1	40584383	40586080
Chr1	40584971	40591302
Chr1	40595852	40599111
Chr1	40601294	40602413
Chr1	40607531	40610341
Chr1	40610513	40613463
Chr1	40615700	40619637
Chr1	40626011	40629506
Chr1	40633090	40636112
Chr1	40644597	40648434
Chr1	40654188	40664396
Chr1	40665090	40666542
Chr1	40668623	40671874
Chr1	40674891	40677841
Chr1	40679577	40683903
Chr1	40695642	40700998
Chr1	40704794	40705722
Chr1	40706975	40708123
Chr1	40708640	40712960
Chr1	40714145	40717179
Chr1	40723385	40730507
Chr1	40739077	40743760
Chr1	40744003	40750822
Chr1	40755754	40756885
Chr1	40759332	40763911
Chr1	40766918	40771614
Chr1	40774498	40778604
Chr1	40780344	40784885
Chr1	40785124	40787220
Chr1	40786166	40790612
Chr1	40794124	40796977
Chr1	40797873	40798525
Chr1	40802646	40804651
Chr1	40807102	40809380
Chr1	40812543	40814133
Chr1	40822280	40823822
Chr1	40825681	40830301
Chr1	40833544	40834861
Chr1	40842242	40848348
Chr1	40849226	40850197
Chr1	40858427	40861921
Chr1	40862786	40864400
Chr1	40864908	40868356
Chr1	40868708	40871884
Chr1	40875375	40876289
Chr1	40877137	40881181
Chr1	40881782	40882099
Chr1	40883179	40883403
Chr1	40897653	40898496
Chr1	40899421	40899846
Chr1	40902493	40907438
Chr1	40915335	40920785
Chr1	40921899	40922318
Chr1	40923718	40924053
Chr1	40926204	40929357
Chr1	40930472	40932733
Chr1	40937817	40941018
Chr1	40942204	40943109
Chr1	40947071	40949593
Chr1	40962401	40964248
Chr1	40966659	40971092
Chr1	40973255	40974782
Chr1	40978433	40983586
Chr1	40984436	40992970
Chr1	40994303	40997132
Chr1	40999828	41000884
Chr1	41002434	41004063
Chr1	41004288	41006137
Chr1	41007321	41009242
Chr1	41011306	41015063
Chr1	41021478	41021912
Chr1	41028601	41030025
Chr1	41052348	41056649
Chr1	41057016	41058872
Chr1	41061091	41067527
Chr1	41066583	41070764
Chr1	41074429	41079312
Chr1	41079469	41082009
Chr1	41085901	41088168
Chr1	41090303	41090680
Chr1	41095905	41100367
Chr1	41100496	41105056
Chr1	41106628	41106936
Chr1	41112004	41114858
Chr1	41116985	41122312
Chr1	41126094	41127677
Chr1	41133500	41134983
Chr1	41139174	41140671
Chr1	41141674	41143464
Chr1	41145301	41146730
Chr1	41149955	41154678
Chr1	41155813	41160726
Chr1	41159307	41163822
Chr1	41166235	41167904
Chr1	41169527	41171082
Chr1	41172394	41172954
Chr1	41176391	41177823
Chr1	41179433	41180367
Chr1	41183800	41186550
Chr1	41186974	41188839
Chr1	41193350	41198976
Chr1	41201472	41202302
Chr1	41203847	41208712
Chr1	41214311	41217069
Chr1	41220037	41227811
Chr1	41226701	41229806
Chr1	41230854	41235660
Chr1	41236330	41238799
Chr1	41242467	41243837
Chr1	41245570	41249927
Chr1	41251226	41272319
Chr1	41300203	41303044
Chr1	41305317	41314527
Chr1	41343327	41344284
Chr1	41346574	41348411
Chr1	41349731	41351148
Chr1	41351155	41352438
Chr1	41365160	41366570
Chr1	41370715	41371949
Chr1	41375172	41376297
Chr1	41384286	41386417
Chr1	41388935	41390074
Chr1	41390945	41392099
Chr1	41393464	41394297
Chr1	41394725	41396203
Chr1	41397748	41401593
Chr1	41403470	41404404
Chr1	41439295	41447524
Chr1	41485349	41486014
Chr1	41457270	41459896
Chr1	41470275	41478510
Chr1	41480531	41482391
Chr1	41486856	41494446
Chr1	41495707	41498656
Chr1	41510185	41519730
Chr1	41524511	41525453
Chr1	41525723	41526415
Chr1	41527311	41529564
Chr1	41533273	41535619
Chr1	41536977	41538320
Chr1	41539690	41545870
Chr1	41549008	41551494
Chr1	41552037	41554504
Chr1	41554884	41559339
Chr1	41563978	41566629
Chr1	41567173	41567577
Chr1	41570750	41573307
Chr1	41573907	41578834
Chr1	41582224	41583944
Chr1	41584367	41585318
Chr1	41585905	41587063
Chr1	41592216	41594985
Chr1	41597270	41598692
Chr1	41603297	41604680
Chr1	41621554	41626746
Chr1	41629299	41631914
Chr1	41665416	41669098
Chr1	41677883	41681805
Chr1	41688391	41690156
Chr1	41691174	41698706
Chr1	41711881	41713811
Chr1	41716009	41719018
Chr1	41718016	41721574
Chr1	41722424	41726252
Chr1	41728651	41729616
Chr1	41741160	41744666
Chr1	41753361	41755664
Chr1	41781310	41801987
Chr1	41818279	41819489
Chr1	41822269	41825087
Chr1	41825882	41827156
Chr1	41839949	41841440
Chr1	41841760	41842549
Chr1	41844009	41845691
Chr1	41846413	41847370
Chr1	41847705	41849080
Chr1	41853850	41854883
Chr1	41861562	41863695
Chr1	41864619	41866546
Chr1	41867501	41869645
Chr1	41869930	41874556
Chr1	41873949	41880601
Chr1	41882488	41886410
Chr1	41887067	41890850
Chr1	41892678	41896242
Chr1	41896504	41898331
Chr1	41900002	41901651
Chr1	41904210	41907453
Chr1	41914684	41915936
Chr1	41917699	41919129
Chr1	41919630	41925302
Chr1	41925595	41931602
Chr1	41948952	41952388
Chr1	41954633	41962787
Chr1	41964126	41970144
Chr1	41971985	41973023
Chr1	41971444	41978408
Chr1	41982116	41985044
Chr1	41986078	41988856
Chr1	41997451	42000861
Chr1	41999585	42002803
Chr1	42003931	42009785
Chr1	42011186	42011507
Chr1	42012737	42013581
Chr1	42018059	42019514
Chr1	42020859	42021464
Chr1	42025672	42027986
Chr1	42037167	42039622
Chr1	42058936	42060584
Chr1	42063181	42067788
Chr1	42073984	42074982
Chr1	42078682	42079137
Chr1	42080116	42080556
Chr1	42081066	42085042
Chr1	42086475	42095890
Chr1	42110476	42110682
Chr1	42122517	42123788
Chr1	42128326	42130347
Chr1	42134291	42135937
Chr1	42138649	42143038
Chr1	42149710	42156852
Chr1	42160803	42161279
Chr1	42162484	42166462
Chr1	42169412	42172204
Chr1	42177832	42183727
Chr1	42184240	42187695
Chr1	42190284	42194070
Chr1	42199107	42200332
Chr1	42202447	42203895
Chr1	42206304	42208513
Chr1	42211882	42213692
Chr1	42216976	42228070
Chr1	42229506	42232641
Chr1	42234584	42237458
Chr1	42238811	42240567
Chr1	42240786	42245248
Chr1	42247696	42255403
Chr1	42255655	42257190
Chr1	42260295	42264942
Chr1	42265021	42268525
Chr1	42268880	42274913
Chr1	42275543	42280567
Chr1	42281272	42281973
Chr1	42282832	42283632
Chr1	42288473	42289606
Chr1	42297255	42300253
Chr1	42303454	42311177
Chr1	42312149	42313577
Chr1	42315264	42317679
Chr1	42325823	42329066
Chr1	42329246	42335754
Chr1	42336217	42349399
Chr1	42350927	42355398
Chr1	42358083	42360654
Chr1	42369770	42370365
Chr1	42377194	42381600
Chr1	42388274	42390062
Chr1	42392184	42395736
Chr1	42393402	42401215
Chr1	42401748	42402302
Chr1	42411939	42413227
Chr1	42413338	42416590
Chr1	42417816	42418739
Chr1	42419164	42421379
Chr1	42421671	42424864
Chr1	42425424	42427258
Chr1	42429502	42432618
Chr1	42433901	42434170
Chr1	42436589	42437820
Chr1	42441660	42442958
Chr1	42443617	42443943
Chr1	42446001	42447654
Chr1	42447904	42450923
Chr1	42451116	42454309
Chr1	42456839	42457477
Chr1	42460555	42462334
Chr1	42467067	42468282
Chr1	42470327	42471850
Chr1	42472609	42474070
Chr1	42474669	42475371
Chr1	42479663	42483372
Chr1	42484073	42487451
Chr1	42526911	42527381
Chr1	42532251	42533953
Chr1	42537688	42537949
Chr1	42541330	42547122
Chr1	42547599	42548991
Chr1	42549843	42556862
Chr1	42559048	42559953
Chr1	42562817	42566993
Chr1	42567843	42573082
Chr1	42574827	42577818
Chr1	42579342	42583645
Chr1	42585170	42586070
Chr1	42587236	42590338
Chr1	42590881	42598002
Chr1	42600571	42612433
Chr1	42613763	42614641
Chr1	42614788	42618386
Chr1	42618474	42621727
Chr1	42621831	42624751
Chr1	42626321	42630440
Chr1	42635728	42637905
Chr1	42638856	42644944
Chr1	42646047	42654120
Chr1	42654494	42655776
Chr1	42656421	42662572
Chr1	42663532	42666213
Chr1	42668313	42671592
Chr1	42673021	42678116
Chr1	42679241	42680546
Chr1	42684868	42689426
Chr1	42689893	42696058
Chr1	42695091	42699059
Chr1	42699971	42701323
Chr1	42704282	42705375
Chr1	42706524	42707981
Chr1	42710696	42712138
Chr1	42713303	42713811
Chr1	42715724	42721562
Chr1	42723514	42726767
Chr1	42727426	42728363
Chr1	42735992	42737940
Chr1	42738667	42742174
Chr1	42752981	42757186
Chr1	42757831	42758607
Chr1	42760339	42763522
Chr1	42771227	42773042
Chr1	42774834	42778625
Chr1	42796444	42799490
Chr1	42811928	42815290
Chr1	42819031	42821127
Chr1	42821164	42825125
Chr1	42826104	42828861
Chr1	42830103	42830920
Chr1	42838969	42839550
Chr1	42837592	42842621
Chr1	42845757	42848151
Chr1	42848228	42853010
Chr1	42855657	42857466
Chr1	42858764	42860586
Chr1	42860708	42866652
Chr1	42870524	42872686
Chr1	42874207	42875515
Chr1	42876539	42882964
Chr1	42884891	42886416
Chr1	42904385	42905101
Chr1	42905566	42907474
Chr1	42918202	42918522
Chr1	42946753	42948750
Chr1	42949414	42952714
Chr1	42954163	42956646
Chr1	42960106	42964990
Chr1	42967050	42970144
Chr1	42970340	42976918
Chr1	42977145	42979816
Chr1	42981192	42985019
Chr1	42987376	42991073
Chr1	43016926	43019127
Chr1	43039984	43043991
Chr1	43046955	43047961
Chr1	43049162	43058849
Chr1	43063740	43065484
Chr1	43066680	43070166
Chr1	43071516	43072535
Chr1	43072748	43076541
Chr1	43077349	43077654
Chr1	43078796	43080400
Chr1	43081997	43083033
Chr1	43096392	43097974
Chr1	43104441	43104863
Chr1	43112781	43113407
Chr1	43115742	43117231
Chr1	43120081	43125721
Chr1	43125963	43134502
Chr1	43136224	43137723
Chr1	43141841	43142670
Chr1	43143717	43146789
Chr1	43154091	43158225
Chr1	43159497	43162849
Chr1	43163463	43166987
Chr1	43172094	43173178
Chr1	43175447	43179007
Chr1	43185620	43186510
Chr1	43189156	43193534
Chr1	43194020	43194896
Chr1	43196120	43198668
Chr1	43202474	43215253
Chr1	43217065	43217883
Chr1	43220222	43221254
Chr1	43225959	43230590
Chr1	43231935	43238506
Chr1	43244186	43245432
Chr1	43247065	43250710
Chr10	38648	40060
Chr10	45941	58338
Chr10	67119	72971
Chr10	75410	76305
Chr10	80964	82250
Chr10	94798	97746
Chr10	100327	103441
Chr10	110138	116454
Chr10	117752	118419
Chr10	159717	160240
Chr10	165751	166057
Chr10	169495	171573
Chr10	186839	188513
Chr10	194038	194382
Chr10	208873	209564
Chr10	211297	214198
Chr10	228716	233969
Chr10	239156	242301
Chr10	243538	244559
Chr10	249310	251408
Chr10	252751	253017
Chr10	259994	260482
Chr10	282127	282540
Chr10	284701	286941
Chr10	301771	308113
Chr10	316728	318305
Chr10	321215	321388
Chr10	332989	336465
Chr10	344330	347794
Chr10	348798	357989
Chr10	372226	375691
Chr10	377147	382430
Chr10	386264	387022
Chr10	406740	416081
Chr10	418699	419051
Chr10	427454	430429
Chr10	431802	433551
Chr10	435411	438047
Chr10	444538	445563
Chr10	448670	452960
Chr10	455987	457291
Chr10	458730	460565
Chr10	461268	461776
Chr10	468565	472415
Chr10	473916	476054
Chr10	477515	477832
Chr10	488939	489472
Chr10	500364	507207
Chr10	526147	527331
Chr10	528323	528726
Chr10	529428	533602
Chr10	535958	538026
Chr10	540892	542632
Chr10	545798	548793
Chr10	562675	564724
Chr10	583024	584677
Chr10	591184	592703
Chr10	632158	633300
Chr10	635317	639029
Chr10	643819	644256
Chr10	655612	658907
Chr10	663618	663905
Chr10	677086	678882
Chr10	680099	683327
Chr10	689290	695799
Chr10	724761	725707
Chr10	732949	735916
Chr10	761181	765312
Chr10	771679	776347
Chr10	782304	783800
Chr10	787901	791239
Chr10	792759	799368
Chr10	805663	809801
Chr10	812985	813773
Chr10	816250	817203
Chr10	818700	821884
Chr10	824623	826309
Chr10	833695	835495
Chr10	836753	838994
Chr10	840040	843859
Chr10	848170	850432
Chr10	866389	870954
Chr10	880362	880580
Chr10	904348	907022
Chr10	911552	916911
Chr10	923710	926905
Chr10	926352	930299
Chr10	939315	940401
Chr10	976451	978538
Chr10	992647	994963
Chr10	998165	999451
Chr10	1000086	1002907
Chr10	1004276	1005490
Chr10	1007586	1012944
Chr10	1019498	1021978
Chr10	1023447	1023656
Chr10	1033932	1037595
Chr10	1048647	1050477
Chr10	1053681	1054140
Chr10	1054829	1056630
Chr10	1066876	1072072
Chr10	1082910	1084984
Chr10	1085169	1089548
Chr10	1092789	1096966
Chr10	1108799	1109966
Chr10	1116857	1117664
Chr10	1126728	1131485
Chr10	1136713	1136973
Chr10	1139909	1141433
Chr10	1159949	1161656
Chr10	1162912	1164485
Chr10	1180353	1180850
Chr10	1183564	1183953
Chr10	1189812	1191788
Chr10	1192799	1194859
Chr10	1214175	1214863
Chr10	1216001	1216426
Chr10	1223556	1227061
Chr10	1234067	1241772
Chr10	1243478	1245660
Chr10	1265285	1266469
Chr10	1292626	1294125
Chr10	1300989	1301363
Chr10	1308414	1310945
Chr10	1318060	1320520
Chr10	1355438	1356507
Chr10	1359516	1360316
Chr10	1381690	1382515
Chr10	1384320	1385575
Chr10	1388805	1389186
Chr10	1390813	1391829
Chr10	1405706	1407215
Chr10	1407753	1411439
Chr10	1431142	1432407
Chr10	1438269	1439327
Chr10	1444002	1445321
Chr10	1447360	1451348
Chr10	1452360	1453395
Chr10	1455951	1457102
Chr10	1464694	1465939
Chr10	1468732	1470114
Chr10	1479694	1480206
Chr10	1482632	1486329
Chr10	1498148	1499169
Chr10	1501279	1504668
Chr10	1514813	1515307
Chr10	1516417	1516806
Chr10	1523659	1524437
Chr10	1525512	1526294
Chr10	1530559	1532298
Chr10	1532794	1536196
Chr10	1539462	1540349
Chr10	1540563	1546403
Chr10	1554751	1554957
Chr10	1556748	1560612
Chr10	1561403	1562164
Chr10	1562590	1565335
Chr10	1573894	1574662
Chr10	1587858	1590497
Chr10	1622222	1635958
Chr10	1642335	1646902
Chr10	1656604	1659692
Chr10	1672287	1675190
Chr10	1678019	1678480
Chr10	1681080	1684278
Chr10	1688322	1691241
Chr10	1694920	1697854
Chr10	1700332	1702957
Chr10	1703939	1704759
Chr10	1707818	1715027
Chr10	1717167	1717727
Chr10	1726420	1727241
Chr10	1729211	1740145
Chr10	1740988	1742506
Chr10	1743576	1752161
Chr10	1752360	1752833
Chr10	1755462	1757886
Chr10	1766346	1767221
Chr10	1768415	1768992
Chr10	1770927	1773181
Chr10	1774664	1777677
Chr10	1783324	1783977
Chr10	1785078	1788079
Chr10	1792215	1793090
Chr10	1800058	1802095
Chr10	1828797	1830377
Chr10	1833204	1834781
Chr10	1838774	1839997
Chr10	1841752	1842846
Chr10	1871009	1875535
Chr10	1890052	1894005
Chr10	1897784	1902520
Chr10	1904371	1909316
Chr10	1913152	1915827
Chr10	1920482	1927934
Chr10	1932697	1933882
Chr10	1938511	1945416
Chr10	1949297	1956934
Chr10	1961770	1963890
Chr10	1968313	1970775
Chr10	1987187	1989186
Chr10	1999064	1999595
Chr10	2010999	2011880
Chr10	2044042	2057559
Chr10	2059131	2060817
Chr10	2062493	2064004
Chr10	2077882	2081080
Chr10	2085126	2086821
Chr10	2087424	2091932
Chr10	2098286	2099823
Chr10	2101164	2101632
Chr10	2107756	2109186
Chr10	2122597	2123738
Chr10	2128845	2131672
Chr10	2133169	2133504
Chr10	2143364	2144422
Chr10	2146966	2148521
Chr10	2148682	2149964
Chr10	2151265	2152716
Chr10	2158089	2158978
Chr10	2163123	2164565
Chr10	2169100	2170542
Chr10	2178608	2183211
Chr10	2185226	2188547
Chr10	2191954	2194603
Chr10	2196559	2198967
Chr10	2201493	2206735
Chr10	2208448	2209029
Chr10	2212018	2212907
Chr10	2220769	2224867
Chr10	2226402	2237611
Chr10	2239218	2240843
Chr10	2243002	2245973
Chr10	2247890	2248524
Chr10	2249380	2252231
Chr10	2257490	2262626
Chr10	2278550	2279444
Chr10	2289182	2292768
Chr10	2299438	2300571
Chr10	2317293	2317584
Chr10	2339597	2340690
Chr10	2350404	2354505
Chr10	2358790	2368732
Chr10	2370079	2370324
Chr10	2372182	2372976
Chr10	2374615	2378634
Chr10	2386145	2392769
Chr10	2401665	2404415
Chr10	2408694	2409242
Chr10	2411711	2412426
Chr10	2412880	2413323
Chr10	2416091	2416490
Chr10	2422055	2426567
Chr10	2430137	2432651
Chr10	2438829	2440258
Chr10	2445657	2448048
Chr10	2453869	2455724
Chr10	2458050	2458593
Chr10	2471579	2472453
Chr10	2477206	2489779
Chr10	2492588	2496864
Chr10	2507001	2508384
Chr10	2509517	2509908
Chr10	2510979	2511194
Chr10	2517965	2520483
Chr10	2523971	2524453
Chr10	2525056	2531529
Chr10	2549382	2551501
Chr10	2553979	2557419
Chr10	2558842	2564274
Chr10	2567425	2572064
Chr10	2587274	2588758
Chr10	2591413	2596634
Chr10	2614780	2618676
Chr10	2619498	2623042
Chr10	2629459	2629842
Chr10	2647492	2648745
Chr10	2657347	2658407
Chr10	2662311	2664263
Chr10	2667065	2669149
Chr10	2674139	2675240
Chr10	2676399	2678366
Chr10	2682255	2684331
Chr10	2687347	2687639
Chr10	2698802	2702427
Chr10	2705525	2706349
Chr10	2709104	2711914
Chr10	2715950	2718897
Chr10	2720290	2720643
Chr10	2731734	2734309
Chr10	2737043	2741865
Chr10	2743360	2748402
Chr10	2752524	2753139
Chr10	2760613	2761920
Chr10	2763606	2764472
Chr10	2773035	2774542
Chr10	2780470	2783125
Chr10	2794499	2796678
Chr10	2801928	2802336
Chr10	2813579	2813833
Chr10	2829151	2830798
Chr10	2843294	2845487
Chr10	2849596	2855809
Chr10	2885293	2886579
Chr10	2885293	2889781
Chr10	2894398	2896031
Chr10	2897616	2899194
Chr10	2905134	2908371
Chr10	2912754	2914713
Chr10	2921766	2923678
Chr10	2925234	2934197
Chr10	2941801	2942965
Chr10	2950205	2951089
Chr10	2958892	2960029
Chr10	2966920	2967721
Chr10	2970812	2972478
Chr10	2978422	2981506
Chr10	2981620	2982628
Chr10	2990897	2992016
Chr10	2995396	2998062
Chr10	2999296	3001254
Chr10	3003609	3004187
Chr10	3012696	3013952
Chr10	3016886	3018074
Chr10	3020701	3022137
Chr10	3031617	3032720
Chr10	3053586	3054001
Chr10	3060936	3065547
Chr10	3084564	3085201
Chr10	3090596	3097445
Chr10	3113822	3118874
Chr10	3122019	3127272
Chr10	3340553	3340999
Chr10	3341675	3342934
Chr10	3358011	3360554
Chr10	3377532	3378509
Chr10	3393713	3395014
Chr10	3397799	3398236
Chr10	3424100	3432510
Chr10	3434266	3434520
Chr10	3438472	3439486
Chr10	3453921	3457621
Chr10	3459159	3460397
Chr10	3462828	3464267
Chr10	3464399	3464901
Chr10	3468006	3469320
Chr10	3472158	3475187
Chr10	3475542	3478197
Chr10	3500565	3504202
Chr10	3514904	3518648
Chr10	3525791	3526760
Chr10	3527148	3528119
Chr10	3530032	3533256
Chr10	3537913	3538890
Chr10	3551237	3553611
Chr10	3577241	3583051
Chr10	3587533	3589152
Chr10	3589774	3590031
Chr10	3595120	3600209
Chr10	3601762	3602214
Chr10	3612261	3613259
Chr10	3617680	3618134
Chr10	3620315	3621603
Chr10	3627944	3628456
Chr10	3629398	3629619
Chr10	3641071	3641743
Chr10	3651182	3653541
Chr10	3658530	3661569
Chr10	3683830	3685802
Chr10	3696797	3698774
Chr10	3701603	3703365
Chr10	3716418	3717249
Chr10	3727965	3730365
Chr10	3738080	3739288
Chr10	3740880	3743910
Chr10	3744206	3744526
Chr10	3745590	3746149
Chr10	3769365	3772209
Chr10	3779639	3781621
Chr10	3785715	3787398
Chr10	3793863	3804018
Chr10	3831504	3841455
Chr10	3844985	3845284
Chr10	3849207	3851735
Chr10	3863611	3864059
Chr10	3868240	3871296
Chr10	3878288	3884654
Chr10	3891913	3896022
Chr10	3903683	3904899
Chr10	3908102	3912672
Chr10	3926310	3926756
Chr10	3932962	3936009
Chr10	3941174	3942041
Chr10	3949346	3950209
Chr10	3962305	3968558
Chr10	3979129	3983456
Chr10	3991788	3993648
Chr10	4004508	4005146
Chr10	4026942	4029695
Chr10	4034675	4038082
Chr10	4045599	4045958
Chr10	4047147	4049834
Chr10	4051279	4055692
Chr10	4069149	4073942
Chr10	4075644	4081621
Chr10	4091351	4094865
Chr10	4177111	4180021
Chr10	4133694	4136604
Chr10	4130664	4131931
Chr10	4172971	4173273
Chr10	4120394	4121083
Chr10	4226902	4229142
Chr10	4237190	4237630
Chr10	4243201	4245607
Chr10	4251342	4253026
Chr10	4259380	4260404
Chr10	4262515	4266433
Chr10	4272897	4273217
Chr10	4275866	4276459
Chr10	4278959	4279560
Chr10	4281000	4286574
Chr10	4290771	4294905
Chr10	4300475	4305269
Chr10	4317272	4318066
Chr10	4322914	4323972
Chr10	4326744	4333006
Chr10	4338814	4340390
Chr10	4343582	4345509
Chr10	4346849	4348367
Chr10	4367450	4367910
Chr10	4393039	4395889
Chr10	4401488	4403045
Chr10	4404918	4405208
Chr10	4442799	4443338
Chr10	4461186	4466849
Chr10	4478087	4479888
Chr10	4480912	4481405
Chr10	4497746	4503667
Chr10	4532874	4533881
Chr10	4534136	4536326
Chr10	4562549	4563999
Chr10	4581031	4581492
Chr10	4584048	4584500
Chr10	4592523	4595284
Chr10	4599938	4602910
Chr10	4605430	4605716
Chr10	4613907	4614946
Chr10	4620231	4620791
Chr10	4625232	4628294
Chr10	4629293	4636151
Chr10	4639691	4644311
Chr10	4655656	4662219
Chr10	4663129	4666991
Chr10	4668790	4669717
Chr10	4671318	4674002
Chr10	4674950	4678302
Chr10	4680918	4682894
Chr10	4683129	4685289
Chr10	4685660	4686462
Chr10	4687970	4690067
Chr10	4700276	4701808
Chr10	4709135	4713981
Chr10	4725371	4726288
Chr10	4732984	4733533
Chr10	4735770	4737195
Chr10	4743814	4744600
Chr10	4744350	4747440
Chr10	4748281	4748553
Chr10	4757513	4758168
Chr10	4762869	4763333
Chr10	4775710	4780988
Chr10	4783243	4788722
Chr10	4790746	4792548
Chr10	4800413	4808363
Chr10	4832054	4835136
Chr10	4835885	4842278
Chr10	4842998	4843747
Chr10	4847970	4848422
Chr10	4857120	4859975
Chr10	4868027	4868366
Chr10	4914321	4917390
Chr10	4919844	4920290
Chr10	4929206	4931187
Chr10	4945750	4946413
Chr10	4946936	4948405
Chr10	4952033	4955256
Chr10	4957221	4959312
Chr10	4961770	4962129
Chr10	4966522	4969996
Chr10	4994498	4995160
Chr10	5024714	5027318
Chr10	5043373	5044189
Chr10	5044614	5045260
Chr10	5055316	5055753
Chr10	5157636	5160958
Chr10	5162209	5162842
Chr10	5163445	5164933
Chr10	5180978	5181463
Chr10	5198943	5204646
Chr10	5231509	5232834
Chr10	5234208	5235343
Chr10	5236268	5237084
Chr10	5237579	5238703
Chr10	5242155	5245247
Chr10	5247432	5247913
Chr10	5269123	5270761
Chr10	5275370	5276020
Chr10	5278124	5279020
Chr10	5286256	5286669
Chr10	5289978	5291081
Chr10	5314994	5318635
Chr10	5320589	5320951
Chr10	5325563	5329971
Chr10	5334799	5336232
Chr10	5340966	5346935
Chr10	5360741	5361286
Chr10	5365421	5366242
Chr10	5369231	5369675
Chr10	5379850	5380562
Chr10	5412557	5414334
Chr10	5427433	5427747
Chr10	5429315	5429656
Chr10	5435805	5437787
Chr10	5442144	5449074
Chr10	5461401	5467239
Chr10	5469651	5470039
Chr10	5470932	5471475
Chr10	5487008	5490456
Chr10	5511192	5511548
Chr10	5538022	5544580
Chr10	5558604	5563896
Chr10	5568824	5569924
Chr10	5570890	5574176
Chr10	5577466	5585549
Chr10	5585562	5586606
Chr10	5592902	5595707
Chr10	5595018	5610446
Chr10	5632247	5643116
Chr10	5644818	5645705
Chr10	5646088	5646873
Chr10	5647787	5651168
Chr10	5654642	5656625
Chr10	5664180	5664536
Chr10	5670243	5671124
Chr10	5676972	5681102
Chr10	5693445	5697950
Chr10	5700347	5701671
Chr10	5710736	5711710
Chr10	5714332	5716013
Chr10	5717647	5718897
Chr10	5720841	5722187
Chr10	5730937	5736471
Chr10	5759718	5767352
Chr10	5780856	5789347
Chr10	5794555	5795914
Chr10	5816937	5817345
Chr10	5821225	5828147
Chr10	5831375	5832212
Chr10	5833606	5834262
Chr10	5837774	5838500
Chr10	5841678	5843555
Chr10	5866542	5867341
Chr10	5874240	5874905
Chr10	5891518	5892006
Chr10	5905926	5908571
Chr10	5935011	5935217
Chr10	5943029	5943430
Chr10	5946085	5947373
Chr10	5948834	5949528
Chr10	5951039	5954736
Chr10	5971003	5971230
Chr10	5975771	5978330
Chr10	5985747	5988705
Chr10	5997386	6000327
Chr10	6011565	6013579
Chr10	6018131	6019184
Chr10	6024491	6027999
Chr10	6068841	6069942
Chr10	6079970	6087844
Chr10	6093142	6097287
Chr10	6098673	6099210
Chr10	6104485	6110305
Chr10	6111528	6115269
Chr10	6144589	6150509
Chr10	6165104	6166015
Chr10	6167111	6174631
